Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2023-11-26 14:45:14,"Push Day😩",1h 29min,"Lateral Raise (Dumbbell)",2,12.5,10.0,0,0.0,
2023-11-26 14:45:14,"Push Day😩",1h 29min,"Lateral Raise (Dumbbell)",1,10.0,12.0,0,0.0,
2023-11-26 14:45:14,"Push Day😩",1h 29min,"Chest Fly",3,60.0,6.0,0,0.0,
2023-11-26 14:45:14,"Push Day😩",1h 29min,"Chest Fly",2,70.0,6.0,0,0.0,
2023-11-26 14:45:14,"Push Day😩",1h 29min,"Chest Fly",1,80.0,10.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Leg Press",1,257.0,12.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Leg Press",2,357.0,12.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Leg Press",3,357.0,12.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Seated Leg Curl (Machine)",1,100.0,12.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Seated Leg Curl (Machine)",4,90.0,12.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Seated Leg Curl (Machine)",2,110.0,11.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Seated Leg Curl (Machine)",3,110.0,12.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Seated Calf Raise (Plate Loaded)",2,170.0,12.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Seated Calf Raise (Plate Loaded)",1,115.0,12.0,0,0.0,
2023-11-27 07:13:02,"Leg Day🦵",41min,"Seated Calf Raise (Plate Loaded)",3,170.0,12.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Pull Up (Assisted)",1,35.0,6.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Pull Up (Assisted)",2,35.0,6.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Pull Up (Assisted)",3,45.0,5.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Bent Over Row - Underhand (Barbell)",2,45.0,12.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Bent Over Row - Underhand (Barbell)",1,70.0,12.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Bent Over Row - Underhand (Barbell)",3,65.0,12.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Incline Curl (Dumbbell)",4,15.0,7.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Incline Curl (Dumbbell)",3,20.0,7.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Incline Curl (Dumbbell)",1,20.0,12.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Incline Curl (Dumbbell)",2,20.0,6.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Seated Row (Cable)",2,80.0,11.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Seated Row (Cable)",1,80.0,12.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Seated Row (Cable)",3,70.0,8.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Reverse Fly (Machine)",1,60.0,10.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Reverse Fly (Machine)",2,55.0,8.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Reverse Fly (Machine)",3,50.0,7.0,0,0.0,
2023-11-29 20:51:22,"Pull Day💪",1h 14min,"Reverse Fly (Machine)",4,45.0,9.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Bench Press (Barbell)",2,125.0,4.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Bench Press (Barbell)",5,120.0,3.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Bench Press (Barbell)",1,45.0,12.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Bench Press (Barbell)",3,120.0,5.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Bench Press (Barbell)",4,120.0,6.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Overhead Press (Barbell)",3,45.0,6.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Overhead Press (Barbell)",2,45.0,10.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Overhead Press (Barbell)",1,45.0,7.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Chest Press (Machine)",2,100.0,7.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Chest Press (Machine)",1,90.0,12.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Skullcrusher (Barbell)",2,40.0,7.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Skullcrusher (Barbell)",1,40.0,12.0,0,0.0,
2023-11-30 07:08:15,"Push Day😩",53min,"Skullcrusher (Barbell)",3,40.0,7.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Leg Extension (Machine)",1,80.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Leg Extension (Machine)",2,111.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Leg Extension (Machine)",3,111.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Seated Leg Press (Machine)",2,145.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Seated Leg Press (Machine)",1,100.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Seated Leg Press (Machine)",4,175.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Seated Leg Press (Machine)",3,160.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Seated Leg Curl (Machine)",2,110.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Seated Leg Curl (Machine)",3,120.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Seated Leg Curl (Machine)",4,100.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Seated Leg Curl (Machine)",1,110.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Bench Press (Barbell)",1,45.0,12.0,0,0.0,
2023-12-02 15:58:05,"Leg Day🦵",2h 1min,"Bench Press (Barbell)",2,135.0,4.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Pull Up (Assisted)",2,45.0,5.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Pull Up (Assisted)",1,45.0,7.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Bent Over Row - Underhand (Barbell)",3,95.0,12.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Bent Over Row - Underhand (Barbell)",1,65.0,12.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Bent Over Row - Underhand (Barbell)",2,85.0,12.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Bicep Curl (Cable)",1,15.0,10.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Bicep Curl (Cable)",3,15.0,8.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Bicep Curl (Cable)",2,15.0,10.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Seated Row (Cable)",1,80.0,12.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Seated Row (Cable)",2,85.0,10.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Reverse Fly (Machine)",3,60.0,8.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Reverse Fly (Machine)",2,70.0,5.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Reverse Fly (Machine)",1,60.0,12.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Bicep Curl (Barbell)",2,50.0,7.0,0,0.0,
2023-12-03 17:45:32,"Pull Day💪",1h 17min,"Bicep Curl (Barbell)",1,40.0,12.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Bench Press (Barbell)",2,135.0,5.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Bench Press (Barbell)",1,45.0,12.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Bench Press (Barbell)",4,125.0,4.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Bench Press (Barbell)",3,135.0,4.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Overhead Press (Barbell)",3,45.0,7.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Overhead Press (Barbell)",2,45.0,10.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Overhead Press (Barbell)",1,45.0,12.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Chest Dip (Assisted)",1,45.0,12.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Chest Dip (Assisted)",3,45.0,8.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Chest Dip (Assisted)",2,45.0,9.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Skullcrusher (Barbell)",2,50.0,7.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Skullcrusher (Barbell)",1,40.0,12.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Skullcrusher (Barbell)",3,50.0,6.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Lateral Raise (Dumbbell)",2,10.0,11.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Lateral Raise (Dumbbell)",1,12.5,8.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Lateral Raise (Dumbbell)",3,10.0,11.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Chest Press (Machine)",1,90.0,6.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Chest Press (Machine)",2,90.0,6.0,0,0.0,
2023-12-04 18:40:34,"Push Day😩",1h 15min,"Chest Press (Machine)",3,90.0,3.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Leg Extension (Machine)",3,146.0,14.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Leg Extension (Machine)",1,111.0,12.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Leg Extension (Machine)",4,146.0,14.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Leg Extension (Machine)",2,136.0,12.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Squat (Barbell)",2,135.0,6.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Squat (Barbell)",3,135.0,8.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Squat (Barbell)",1,45.0,12.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Lying Leg Curl (Machine)",2,136.0,9.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Lying Leg Curl (Machine)",3,121.0,6.0,0,0.0,
2023-12-07 07:17:17,"Leg Day🦵",43min,"Lying Leg Curl (Machine)",1,121.0,12.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Pull Up (Assisted)",2,45.0,8.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Pull Up (Assisted)",3,50.0,7.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Pull Up (Assisted)",1,45.0,12.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Bent Over Row - Underhand (Barbell)",2,95.0,12.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Bent Over Row - Underhand (Barbell)",4,75.0,12.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Bent Over Row - Underhand (Barbell)",3,95.0,9.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Bent Over Row - Underhand (Barbell)",1,45.0,12.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Bicep Curl (Barbell)",4,30.0,8.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Bicep Curl (Barbell)",1,50.0,11.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Bicep Curl (Barbell)",2,50.0,7.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Bicep Curl (Barbell)",3,50.0,7.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Lat Pulldown (Cable)",2,75.0,11.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Lat Pulldown (Cable)",1,80.0,9.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Face Pull (Cable)",2,20.0,12.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Face Pull (Cable)",3,25.0,12.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Face Pull (Cable)",1,20.0,12.0,0,0.0,
2023-12-08 18:17:37,"Pull Day💪",1h 29min,"Face Pull (Cable)",4,25.0,12.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Bench Press (Barbell)",3,135.0,5.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Bench Press (Barbell)",1,45.0,12.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Bench Press (Barbell)",2,135.0,5.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Bench Press (Barbell)",4,105.0,11.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Overhead Press (Barbell)",2,50.0,7.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Overhead Press (Barbell)",1,50.0,11.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Overhead Press (Barbell)",3,45.0,4.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Cable Kickback",3,7.5,10.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Cable Kickback",1,7.5,15.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Cable Kickback",2,7.5,12.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Lateral Raise (Dumbbell)",1,10.0,12.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Chest Fly",3,75.0,7.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Chest Fly",2,75.0,9.0,0,0.0,
2023-12-09 20:37:19,"Push Day😩",1h 4min,"Chest Fly",1,70.0,12.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Leg Extension (Machine)",1,111.0,12.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Leg Extension (Machine)",2,126.0,12.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Squat (Barbell)",3,115.0,8.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Squat (Barbell)",2,95.0,8.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Squat (Barbell)",5,135.0,6.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Squat (Barbell)",1,45.0,12.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Squat (Barbell)",4,135.0,8.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Seated Leg Curl (Machine)",4,80.0,9.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Seated Leg Curl (Machine)",3,90.0,6.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Seated Leg Curl (Machine)",1,110.0,7.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Seated Leg Curl (Machine)",2,100.0,6.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Seated Calf Raise (Plate Loaded)",1,165.0,12.0,0,0.0,
2023-12-11 07:04:43,"Leg Day🦵",55min,"Seated Calf Raise (Plate Loaded)",2,175.0,12.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Pull Up (Assisted)",3,50.0,6.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Pull Up (Assisted)",2,45.0,7.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Pull Up (Assisted)",1,45.0,12.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Bent Over Row - Underhand (Barbell)",2,85.0,12.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Bent Over Row - Underhand (Barbell)",3,85.0,7.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Bent Over Row - Underhand (Barbell)",1,45.0,12.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Bent Over Row - Underhand (Barbell)",4,75.0,6.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Incline Curl (Dumbbell)",4,15.0,10.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Incline Curl (Dumbbell)",3,17.5,7.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Incline Curl (Dumbbell)",2,17.5,10.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Incline Curl (Dumbbell)",1,20.0,9.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Seated Row (Cable)",2,75.0,10.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Seated Row (Cable)",1,75.0,11.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Seated Row (Cable)",3,75.0,7.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Face Pull (Cable)",4,27.5,4.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Face Pull (Cable)",2,27.5,12.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Face Pull (Cable)",1,22.5,12.0,0,0.0,
2023-12-16 09:10:45,"Pull Day💪",1h 7min,"Face Pull (Cable)",3,27.5,11.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Bench Press (Barbell)",4,135.0,3.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Bench Press (Barbell)",3,135.0,5.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Bench Press (Barbell)",2,140.0,2.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Bench Press (Barbell)",1,45.0,12.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Overhead Press (Barbell)",1,50.0,12.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Overhead Press (Barbell)",3,50.0,7.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Overhead Press (Barbell)",2,50.0,9.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Skullcrusher (Barbell)",1,50.0,8.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Skullcrusher (Barbell)",2,50.0,7.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Skullcrusher (Barbell)",3,50.0,6.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Lateral Raise (Dumbbell)",3,10.0,8.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Lateral Raise (Dumbbell)",1,12.5,7.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Lateral Raise (Dumbbell)",2,10.0,12.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Chest Press (Machine)",1,90.0,12.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Chest Press (Machine)",2,100.0,11.0,0,0.0,
2023-12-17 19:33:46,"Push Day😩",1h 7min,"Chest Press (Machine)",3,110.0,5.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Leg Extension (Machine)",4,156.0,8.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Leg Extension (Machine)",1,111.0,12.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Leg Extension (Machine)",3,146.0,11.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Leg Extension (Machine)",2,136.0,12.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Squat (Barbell)",4,165.0,4.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Squat (Barbell)",3,145.0,9.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Squat (Barbell)",2,95.0,12.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Squat (Barbell)",1,45.0,12.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Seated Leg Curl (Machine)",2,110.0,8.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Seated Leg Curl (Machine)",3,100.0,8.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Seated Leg Curl (Machine)",1,100.0,12.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Seated Calf Raise (Plate Loaded)",4,165.0,12.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Seated Calf Raise (Plate Loaded)",2,205.0,12.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Seated Calf Raise (Plate Loaded)",3,205.0,9.0,0,0.0,
2023-12-18 18:20:08,"Leg Day🦵",1h 33min,"Seated Calf Raise (Plate Loaded)",1,115.0,12.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Pull Up (Assisted)",3,60.0,5.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Pull Up (Assisted)",1,50.0,4.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Pull Up (Assisted)",2,60.0,10.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Bent Over Row - Underhand (Barbell)",2,85.0,12.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Bent Over Row - Underhand (Barbell)",4,85.0,7.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Bent Over Row - Underhand (Barbell)",3,95.0,6.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Bent Over Row - Underhand (Barbell)",1,45.0,12.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Preacher Curl (Machine)",1,50.0,11.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Preacher Curl (Machine)",3,45.0,6.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Preacher Curl (Machine)",4,40.0,8.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Preacher Curl (Machine)",2,50.0,7.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Lat Pulldown (Cable)",1,80.0,11.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Lat Pulldown (Cable)",2,80.0,10.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Lat Pulldown (Cable)",3,80.0,10.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Reverse Fly (Machine)",2,70.0,6.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Reverse Fly (Machine)",3,60.0,9.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Reverse Fly (Machine)",1,70.0,10.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Reverse Fly (Machine)",4,55.0,9.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Bicep Curl (Dumbbell)",3,20.0,6.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Bicep Curl (Dumbbell)",2,25.0,6.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Bicep Curl (Dumbbell)",1,20.0,12.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Lateral Raise (Dumbbell)",3,10.0,8.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Lateral Raise (Dumbbell)",1,10.0,12.0,0,0.0,
2023-12-22 18:21:54,"Pull Day💪",1h 21min,"Lateral Raise (Dumbbell)",2,10.0,10.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Bench Press (Barbell)",3,135.0,4.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Bench Press (Barbell)",4,135.0,3.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Bench Press (Barbell)",1,45.0,12.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Bench Press (Barbell)",2,135.0,5.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Overhead Press (Barbell)",1,50.0,12.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Overhead Press (Barbell)",3,50.0,6.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Overhead Press (Barbell)",2,50.0,8.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Skullcrusher (Barbell)",3,50.0,4.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Skullcrusher (Barbell)",1,50.0,7.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Skullcrusher (Barbell)",2,50.0,7.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Lateral Raise (Dumbbell)",1,10.0,12.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Lateral Raise (Dumbbell)",2,10.0,11.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Lateral Raise (Dumbbell)",3,10.0,7.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Chest Press (Machine)",3,70.0,5.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Chest Press (Machine)",2,80.0,5.0,0,0.0,
2023-12-29 15:54:28,"Push Day😩",1h 44min,"Chest Press (Machine)",1,90.0,6.0,0,0.0,
2023-12-30 22:24:24,"Leg Day🦵",1h 1min,"Leg Extension (Machine)",4,140.0,8.0,0,0.0,
2023-12-30 22:24:24,"Leg Day🦵",1h 1min,"Leg Extension (Machine)",3,140.0,10.0,0,0.0,
